,文件名称,采样频率,采样点,音频时长,音频文件大小
519,F006_006.wav,16000,279804,17.48775,546.4921875
520,F090_018.wav,16000,157609,9.8505625,307.830078125
521,F090_019.wav,16000,94668,5.91675,184.8984375
522,F090_017.wav,16000,103748,6.48425,202.6328125
523,F090_011.wav,16000,232473,14.5295625,454.048828125
524,F090_014.wav,16000,72931,4.5581875,142.443359375
525,F090_024.wav,16000,65111,4.0694375,127.169921875
526,F090_016.wav,16000,123193,7.6995625,240.611328125
527,F090_023.wav,16000,95434,5.964625,186.39453125
528,F090_015.wav,16000,102872,6.4295,200.921875
529,F090_020.wav,16000,233498,14.593625,456.05078125
530,F090_021.wav,16000,89755,5.6096875,175.302734375
531,F090_013.wav,16000,173573,10.8483125,339.009765625
532,F090_012.wav,16000,198177,12.3860625,387.064453125
533,F090_022.wav,16000,95306,5.956625,186.14453125
534,M062_019.wav,16000,152955,9.5596875,298.740234375
535,M062_021.wav,16000,112828,7.05175,220.3671875
536,M062_020.wav,16000,192711,12.0444375,376.388671875
537,M062_018.wav,16000,266644,16.66525,520.7890625
538,M004_055.wav,16000,115200,7.2,225.0
539,M004_061.wav,16000,48000,3.0,93.75
540,M004_032.wav,16000,96800,6.05,189.0625
541,M004_030.wav,16000,101600,6.35,198.4375
542,M004_069.wav,16000,85600,5.35,167.1875
543,M004_056.wav,16000,72800,4.55,142.1875
544,M004_029.wav,16000,96000,6.0,187.5
545,M004_023.wav,16000,126400,7.9,246.875
546,M004_054.wav,16000,85600,5.35,167.1875
547,M004_072.wav,16000,122400,7.65,239.0625
548,M004_058.wav,16000,114400,7.15,223.4375
549,M004_060.wav,16000,100000,6.25,195.3125
550,M004_022.wav,16000,63200,3.95,123.4375
551,M004_065.wav,16000,77600,4.85,151.5625
552,M004_015.wav,16000,110400,6.9,215.625
553,M004_011.wav,16000,109600,6.85,214.0625
554,M004_016.wav,16000,106400,6.65,207.8125
555,M004_063.wav,16000,120800,7.55,235.9375
556,M004_034.wav,16000,68800,4.3,134.375
557,M004_024.wav,16000,113600,7.1,221.875
558,M004_057.wav,16000,88800,5.55,173.4375
559,M004_012.wav,16000,117600,7.35,229.6875
560,M004_026.wav,16000,120000,7.5,234.375
561,M004_031.wav,16000,84800,5.3,165.625
562,M004_068.wav,16000,95200,5.95,185.9375
563,M004_067.wav,16000,88800,5.55,173.4375
564,M004_027.wav,16000,117600,7.35,229.6875
565,M004_028.wav,16000,88800,5.55,173.4375
566,M004_018.wav,16000,105600,6.6,206.25
567,M004_017.wav,16000,113600,7.1,221.875
568,M004_062.wav,16000,73600,4.6,143.75
569,M004_013.wav,16000,74400,4.65,145.3125
570,M004_074.wav,16000,137600,8.6,268.75
571,M004_073.wav,16000,175200,10.95,342.1875
572,M004_014.wav,16000,73600,4.6,143.75
573,M004_064.wav,16000,59200,3.7,115.625
574,M004_020.wav,16000,86400,5.4,168.75
575,M004_019.wav,16000,163200,10.2,318.75
576,M004_071.wav,16000,138400,8.65,270.3125
577,M004_033.wav,16000,123200,7.7,240.625
578,M004_066.wav,16000,84000,5.25,164.0625
579,M004_059.wav,16000,82400,5.15,160.9375
580,M004_021.wav,16000,98400,6.15,192.1875
581,M004_070.wav,16000,75200,4.7,146.875
582,M004_025.wav,16000,135200,8.45,264.0625
583,M034_019.wav,16000,102267,6.3916875,199.740234375
584,M034_020.wav,16000,68504,4.2815,133.796875
585,M034_016.wav,16000,90028,5.62675,175.8359375
586,M034_018.wav,16000,114087,7.1304375,222.826171875
587,M034_004.wav,16000,225862,14.116375,441.13671875
588,M034_017.wav,16000,100626,6.289125,196.53515625
589,M034_022.wav,16000,133189,8.3243125,260.134765625
590,M034_001.wav,16000,96112,6.007,187.71875
591,M034_010.wav,16000,129607,8.1004375,253.138671875
592,M034_009.wav,16000,52715,3.2946875,102.958984375
593,M034_021.wav,16000,82992,5.187,162.09375
594,M034_013.wav,16000,105147,6.5716875,205.365234375
595,M034_012.wav,16000,110101,6.8813125,215.041015625
596,M034_011.wav,16000,103754,6.484625,202.64453125
597,M034_006.wav,16000,88149,5.5093125,172.166015625
598,M034_002.wav,16000,70115,4.3821875,136.943359375
599,M034_007.wav,16000,57232,3.577,111.78125
600,M034_015.wav,16000,60721,3.7950625,118.595703125
601,M034_008.wav,16000,43832,2.7395,85.609375
602,M034_005.wav,16000,74922,4.682625,146.33203125
603,M034_003.wav,16000,80790,5.049375,157.79296875
604,M034_014.wav,16000,107417,6.7135625,209.798828125
605,M060_007.wav,16000,277600,17.35,542.1875
606,M060_011.wav,16000,313505,19.5940625,612.314453125
607,M060_015.wav,16000,181600,11.35,354.6875
608,M060_014.wav,16000,231065,14.4415625,451.298828125
609,M060_002.wav,16000,302400,18.9,590.625
610,M060_004.wav,16000,253827,15.8641875,495.755859375
611,M060_009.wav,16000,211655,13.2284375,413.388671875
612,M060_012.wav,16000,255200,15.95,498.4375
613,M060_001.wav,16000,169600,10.6,331.25
614,M060_010.wav,16000,489880,30.6175,956.796875
615,M060_006.wav,16000,287200,17.95,560.9375
616,M060_005.wav,16000,251564,15.72275,491.3359375
617,M060_013.wav,16000,242363,15.1476875,473.365234375
618,M060_003.wav,16000,326678,20.417375,638.04296875
619,M060_008.wav,16000,227200,14.2,443.75
620,M049_014.wav,16000,377573,23.5983125,737.447265625
621,M049_020.wav,16000,251225,15.7015625,490.673828125
622,M049_021.wav,16000,152430,9.526875,297.71484375
623,M049_022.wav,16000,342426,21.401625,668.80078125
624,M049_012.wav,16000,126354,7.897125,246.78515625
625,M049_019.wav,16000,251038,15.689875,490.30859375
626,M049_015.wav,16000,181356,11.33475,354.2109375
627,M049_017.wav,16000,248031,15.5019375,484.435546875
628,M049_016.wav,16000,106119,6.6324375,207.263671875
629,M049_011.wav,16000,167663,10.4789375,327.466796875
630,M049_013.wav,16000,343842,21.490125,671.56640625
631,M049_018.wav,16000,385013,24.0633125,751.978515625
632,F003_072.wav,16000,83444,5.21525,162.9765625
633,F003_067.wav,16000,105179,6.5736875,205.427734375
634,F003_068.wav,16000,171763,10.7351875,335.474609375
635,F003_028.wav,16000,89888,5.618,175.5625
636,F003_039.wav,16000,153640,9.6025,300.078125
637,F003_065.wav,16000,51200,3.2,100.0
638,F003_075.wav,16000,179192,11.1995,349.984375
639,F003_038.wav,16000,129198,8.074875,252.33984375
640,F003_070.wav,16000,99052,6.19075,193.4609375
641,F003_042.wav,16000,156660,9.79125,305.9765625
642,F003_026.wav,16000,111353,6.9595625,217.486328125
643,F003_073.wav,16000,196041,12.2525625,382.892578125
644,F003_035.wav,16000,177640,11.1025,346.953125
645,F003_074.wav,16000,67956,4.24725,132.7265625
646,F003_033.wav,16000,182821,11.4263125,357.072265625
647,F003_022.wav,16000,84759,5.2974375,165.544921875
648,F003_032.wav,16000,181423,11.3389375,354.341796875
649,F003_021.wav,16000,147259,9.2036875,287.615234375
650,F003_041.wav,16000,147132,9.19575,287.3671875
651,F003_063.wav,16000,151606,9.475375,296.10546875
652,F003_066.wav,16000,119437,7.4648125,233.275390625
653,F003_076.wav,16000,168684,10.54275,329.4609375
654,F003_069.wav,16000,131557,8.2223125,256.947265625
655,F003_030.wav,16000,132511,8.2819375,258.810546875
656,F003_023.wav,16000,156069,9.7543125,304.822265625
657,F003_020.wav,16000,101018,6.313625,197.30078125
658,F003_037.wav,16000,89245,5.5778125,174.306640625
659,F003_071.wav,16000,165888,10.368,324.0
660,F003_064.wav,16000,89054,5.565875,173.93359375
661,F003_077.wav,16000,95872,5.992,187.25
662,F003_034.wav,16000,127394,7.962125,248.81640625
663,F003_025.wav,16000,165447,10.3404375,323.138671875
664,F003_036.wav,16000,223493,13.9683125,436.509765625
665,F003_031.wav,16000,106018,6.626125,207.06640625
666,F003_029.wav,16000,114141,7.1338125,222.931640625
667,F003_027.wav,16000,144861,9.0538125,282.931640625
668,F003_024.wav,16000,99911,6.2444375,195.138671875
669,F003_040.wav,16000,134779,8.4236875,263.240234375
670,M066_001.wav,16000,500521,31.2825625,977.580078125
671,M066_016.wav,16000,73001,4.5625625,142.580078125
672,M066_002.wav,16000,100000,6.25,195.3125
673,M066_010.wav,16000,62400,3.9,121.875
674,M066_005.wav,16000,405761,25.3600625,792.501953125
675,M066_012.wav,16000,136000,8.5,265.625
676,M066_003.wav,16000,197686,12.355375,386.10546875
677,M066_006.wav,16000,205646,12.852875,401.65234375
678,M066_008.wav,16000,208000,13.0,406.25
679,M066_009.wav,16000,89600,5.6,175.0
680,M066_011.wav,16000,104260,6.51625,203.6328125
681,M066_004.wav,16000,267200,16.7,521.875
682,M066_007.wav,16000,105102,6.568875,205.27734375
683,M066_014.wav,16000,77752,4.8595,151.859375
684,M066_015.wav,16000,96421,6.0263125,188.322265625
685,M066_013.wav,16000,134549,8.4093125,262.791015625
686,F031_009.wav,16000,186974,11.685875,365.18359375
687,F031_004.wav,16000,99223,6.2014375,193.794921875
688,F031_012.wav,16000,187736,11.7335,366.671875
689,F031_014.wav,16000,158252,9.89075,309.0859375
690,F031_002.wav,16000,85122,5.320125,166.25390625
691,F031_005.wav,16000,188602,11.787625,368.36328125
692,F031_013.wav,16000,233266,14.579125,455.59765625
693,F031_011.wav,16000,180952,11.3095,353.421875
694,F031_001.wav,16000,78623,4.9139375,153.560546875
695,F031_016.wav,16000,118392,7.3995,231.234375
696,F031_006.wav,16000,168896,10.556,329.875
697,F031_008.wav,16000,198768,12.423,388.21875
698,F031_007.wav,16000,227948,14.24675,445.2109375
699,F031_010.wav,16000,185022,11.563875,361.37109375
700,F031_015.wav,16000,82149,5.1343125,160.447265625
701,F031_003.wav,16000,190202,11.887625,371.48828125
702,F087_001.wav,16000,111901,6.9938125,218.556640625
703,F087_003.wav,16000,120666,7.541625,235.67578125
704,F087_009.wav,16000,242660,15.16625,473.9453125
705,F087_014.wav,16000,92910,5.806875,181.46484375
706,F087_010.wav,16000,108866,6.804125,212.62890625
707,F087_011.wav,16000,105749,6.6093125,206.541015625
708,F087_002.wav,16000,116000,7.25,226.5625
709,F087_008.wav,16000,122504,7.6565,239.265625
710,F087_005.wav,16000,112055,7.0034375,218.857421875
711,F087_006.wav,16000,87981,5.4988125,171.837890625
712,F087_012.wav,16000,122135,7.6334375,238.544921875
713,F087_007.wav,16000,84979,5.3111875,165.974609375
714,F087_004.wav,16000,109315,6.8321875,213.505859375
715,F087_013.wav,16000,80415,5.0259375,157.060546875
716,F063_016.wav,16000,120510,7.531875,235.37109375
717,F063_018.wav,16000,97425,6.0890625,190.283203125
718,F063_003.wav,16000,275351,17.2094375,537.794921875
719,F063_013.wav,16000,228635,14.2896875,446.552734375
720,F063_004.wav,16000,121686,7.605375,237.66796875
721,F063_014.wav,16000,273912,17.1195,534.984375
722,F063_007.wav,16000,173906,10.869125,339.66015625
723,F063_006.wav,16000,209879,13.1174375,409.919921875
724,F063_011.wav,16000,211907,13.2441875,413.880859375
725,F063_017.wav,16000,90839,5.6774375,177.419921875
726,F063_009.wav,16000,166143,10.3839375,324.498046875
727,F063_002.wav,16000,126589,7.9118125,247.244140625
728,F063_008.wav,16000,274322,17.145125,535.78515625
729,F063_012.wav,16000,219533,13.7208125,428.775390625
730,F063_010.wav,16000,278315,17.3946875,543.583984375
731,F063_015.wav,16000,118681,7.4175625,231.798828125
732,F063_001.wav,16000,91259,5.7036875,178.240234375
733,F063_005.wav,16000,206299,12.8936875,402.927734375
734,M040_001.wav,16000,156800,9.8,306.25
735,M040_006.wav,16000,209600,13.1,409.375
736,M040_011.wav,16000,217349,13.5843125,424.509765625
737,M040_016.wav,16000,164800,10.3,321.875
738,M040_007.wav,16000,223809,13.9880625,437.126953125
739,M040_014.wav,16000,256000,16.0,500.0
740,M040_004.wav,16000,396800,24.8,775.0
741,M040_021.wav,16000,302727,18.9204375,591.263671875
742,M040_010.wav,16000,184800,11.55,360.9375
743,M040_009.wav,16000,272000,17.0,531.25
744,M040_013.wav,16000,227040,14.19,443.4375
745,M040_002.wav,16000,218682,13.667625,427.11328125
746,M040_003.wav,16000,336800,21.05,657.8125
747,M040_022.wav,16000,253364,15.83525,494.8515625
748,M040_015.wav,16000,229600,14.35,448.4375
749,M040_005.wav,16000,195200,12.2,381.25
750,M040_019.wav,16000,115200,7.2,225.0
751,M040_008.wav,16000,193600,12.1,378.125
752,M040_018.wav,16000,125600,7.85,245.3125
753,M040_017.wav,16000,112000,7.0,218.75
754,M040_020.wav,16000,115200,7.2,225.0
755,M040_012.wav,16000,250400,15.65,489.0625
756,F042_011.wav,16000,150452,9.40325,293.8515625
757,F042_004.wav,16000,186269,11.6418125,363.806640625
758,F042_007.wav,16000,327694,20.480875,640.02734375
759,F042_002.wav,16000,97792,6.112,191.0
760,F042_009.wav,16000,231432,14.4645,452.015625
761,F042_005.wav,16000,302254,18.890875,590.33984375
762,F042_008.wav,16000,209939,13.1211875,410.037109375
763,F042_010.wav,16000,140515,8.7821875,274.443359375
764,F042_001.wav,16000,71637,4.4773125,139.916015625
765,F042_012.wav,16000,124927,7.8079375,243.998046875
766,F042_013.wav,16000,88158,5.509875,172.18359375
767,F042_003.wav,16000,421356,26.33475,822.9609375
768,F042_006.wav,16000,301615,18.8509375,589.091796875
769,M065_002.wav,16000,203356,12.70975,397.1796875
770,M065_023.wav,16000,102420,6.40125,200.0390625
771,M065_007.wav,16000,86282,5.392625,168.51953125
772,M065_026.wav,16000,233548,14.59675,456.1484375
773,M065_027.wav,16000,107618,6.726125,210.19140625
774,M065_011.wav,16000,123902,7.743875,241.99609375
775,M065_018.wav,16000,74900,4.68125,146.2890625
776,M065_013.wav,16000,125446,7.840375,245.01171875
777,M065_021.wav,16000,112174,7.010875,219.08984375
778,M065_008.wav,16000,124322,7.770125,242.81640625
779,M065_010.wav,16000,88006,5.500375,171.88671875
780,M065_004.wav,16000,77826,4.864125,152.00390625
781,M065_025.wav,16000,163707,10.2316875,319.740234375
782,M065_017.wav,16000,75782,4.736375,148.01171875
783,M065_020.wav,16000,82645,5.1653125,161.416015625
784,M065_016.wav,16000,69530,4.345625,135.80078125
785,M065_005.wav,16000,76308,4.76925,149.0390625
786,M065_028.wav,16000,275238,17.202375,537.57421875
787,M065_015.wav,16000,83836,5.23975,163.7421875
788,M065_024.wav,16000,115858,7.241125,226.28515625
789,M065_012.wav,16000,112460,7.02875,219.6484375
790,M065_001.wav,16000,137198,8.574875,267.96484375
791,M065_009.wav,16000,86154,5.384625,168.26953125
792,M065_006.wav,16000,106412,6.65075,207.8359375
793,M065_022.wav,16000,92483,5.7801875,180.630859375
794,M065_019.wav,16000,71210,4.450625,139.08203125
795,M065_014.wav,16000,83546,5.221625,163.17578125
796,M065_003.wav,16000,174934,10.933375,341.66796875
797,M097_010.wav,16000,123182,7.698875,240.58984375
798,M097_003.wav,16000,144297,9.0185625,281.830078125
799,M097_015.wav,16000,54583,3.4114375,106.607421875
800,M097_014.wav,16000,116763,7.2976875,228.052734375
801,M097_011.wav,16000,79771,4.9856875,155.802734375
802,M097_001.wav,16000,66060,4.12875,129.0234375
803,M097_013.wav,16000,76854,4.803375,150.10546875
804,M097_008.wav,16000,79499,4.9686875,155.271484375
805,M097_009.wav,16000,139697,8.7310625,272.845703125
806,M097_005.wav,16000,95023,5.9389375,185.591796875
807,M097_006.wav,16000,141883,8.8676875,277.115234375
808,M097_016.wav,16000,67248,4.203,131.34375
809,M097_004.wav,16000,130361,8.1475625,254.611328125
810,M097_007.wav,16000,105453,6.5908125,205.962890625
811,M097_012.wav,16000,44727,2.7954375,87.357421875
812,M097_002.wav,16000,164247,10.2654375,320.794921875
813,M092_001.wav,16000,48819,3.0511875,95.349609375
814,M092_018.wav,16000,110136,6.8835,215.109375
815,M092_003.wav,16000,131774,8.235875,257.37109375
816,M092_016.wav,16000,65639,4.1024375,128.201171875
817,M092_007.wav,16000,85053,5.3158125,166.119140625
818,M092_012.wav,16000,135972,8.49825,265.5703125
819,M092_002.wav,16000,57694,3.605875,112.68359375
820,M092_010.wav,16000,99433,6.2145625,194.205078125
821,M092_008.wav,16000,88114,5.507125,172.09765625
822,M092_006.wav,16000,89972,5.62325,175.7265625
823,M092_004.wav,16000,109219,6.8261875,213.318359375
824,M092_011.wav,16000,107812,6.73825,210.5703125
825,M092_015.wav,16000,123102,7.693875,240.43359375
826,M092_019.wav,16000,117586,7.349125,229.66015625
827,M092_013.wav,16000,135081,8.4425625,263.830078125
828,M092_014.wav,16000,139060,8.69125,271.6015625
829,M092_009.wav,16000,120258,7.516125,234.87890625
830,M092_005.wav,16000,98280,6.1425,191.953125
831,M092_017.wav,16000,97590,6.099375,190.60546875
832,F014_024.wav,16000,309698,19.356125,604.87890625
833,F014_009.wav,16000,63293,3.9558125,123.619140625
834,F014_022.wav,16000,430090,26.880625,840.01953125
835,F014_012.wav,16000,99171,6.1981875,193.693359375
836,F014_021.wav,16000,74695,4.6684375,145.888671875
837,F014_001.wav,16000,286862,17.928875,560.27734375
838,F014_002.wav,16000,234546,14.659125,458.09765625
839,F014_010.wav,16000,267466,16.716625,522.39453125
840,F014_015.wav,16000,254765,15.9228125,497.587890625
841,F014_020.wav,16000,158253,9.8908125,309.087890625
842,F014_005.wav,16000,154851,9.6781875,302.443359375
843,F014_003.wav,16000,294277,18.3923125,574.759765625
844,F014_011.wav,16000,175800,10.9875,343.359375
845,F014_018.wav,16000,203854,12.740875,398.15234375
846,F014_006.wav,16000,258923,16.1826875,505.708984375
847,F014_004.wav,16000,70792,4.4245,138.265625
848,F014_019.wav,16000,249415,15.5884375,487.138671875
849,F014_014.wav,16000,153930,9.620625,300.64453125
850,F014_008.wav,16000,82285,5.1428125,160.712890625
851,F014_025.wav,16000,140735,8.7959375,274.873046875
852,F014_017.wav,16000,397019,24.8136875,775.427734375
853,F014_016.wav,16000,272900,17.05625,533.0078125
854,F014_023.wav,16000,485590,30.349375,948.41796875
855,F014_007.wav,16000,134660,8.41625,263.0078125
856,F014_013.wav,16000,138289,8.6430625,270.095703125
857,M094_002.wav,16000,86709,5.4193125,169.353515625
858,M094_011.wav,16000,113399,7.0874375,221.482421875
859,M094_009.wav,16000,121965,7.6228125,238.212890625
860,M094_006.wav,16000,148830,9.301875,290.68359375
861,M094_007.wav,16000,58883,3.6801875,115.005859375
862,M094_012.wav,16000,60769,3.7980625,118.689453125
863,M094_013.wav,16000,128059,8.0036875,250.115234375
864,M094_004.wav,16000,123789,7.7368125,241.775390625
865,M094_010.wav,16000,115609,7.2255625,225.798828125
866,M094_003.wav,16000,78681,4.9175625,153.673828125
867,M094_005.wav,16000,119731,7.4831875,233.849609375
868,M094_014.wav,16000,112565,7.0353125,219.853515625
869,M094_008.wav,16000,122275,7.6421875,238.818359375
870,M041_011.wav,16000,299864,18.7415,585.671875
871,M041_012.wav,16000,181938,11.371125,355.34765625
872,M041_014.wav,16000,159787,9.9866875,312.083984375
873,M041_007.wav,16000,110866,6.929125,216.53515625
874,M041_013.wav,16000,117764,7.36025,230.0078125
875,M041_009.wav,16000,404931,25.3081875,790.880859375
876,M041_003.wav,16000,82801,5.1750625,161.720703125
877,M041_005.wav,16000,118400,7.4,231.25
878,M041_008.wav,16000,365987,22.8741875,714.818359375
879,M041_001.wav,16000,79578,4.973625,155.42578125
880,M041_010.wav,16000,232984,14.5615,455.046875
881,M041_002.wav,16000,68800,4.3,134.375
882,M041_004.wav,16000,119200,7.45,232.8125
883,M041_006.wav,16000,112939,7.0586875,220.583984375
884,M079_017.wav,16000,117264,7.329,229.03125
885,M079_014.wav,16000,101025,6.3140625,197.314453125
886,M079_006.wav,16000,108515,6.7821875,211.943359375
887,M079_013.wav,16000,85047,5.3154375,166.107421875
888,M079_012.wav,16000,91694,5.730875,179.08984375
889,M079_008.wav,16000,108279,6.7674375,211.482421875
890,M079_002.wav,16000,118012,7.37575,230.4921875
891,M079_007.wav,16000,114995,7.1871875,224.599609375
892,M079_010.wav,16000,101577,6.3485625,198.392578125
893,M079_005.wav,16000,116336,7.271,227.21875
894,M079_016.wav,16000,82926,5.182875,161.96484375
895,M079_011.wav,16000,98243,6.1401875,191.880859375
896,M079_015.wav,16000,93580,5.84875,182.7734375
897,M079_003.wav,16000,111440,6.965,217.65625
898,M079_009.wav,16000,104920,6.5575,204.921875
899,M079_004.wav,16000,113877,7.1173125,222.416015625
900,M079_001.wav,16000,184155,11.5096875,359.677734375
901,M036_022.wav,16000,147049,9.1905625,287.205078125
902,M036_024.wav,16000,116198,7.262375,226.94921875
903,M036_020.wav,16000,171069,10.6918125,334.119140625
904,M036_021.wav,16000,169361,10.5850625,330.783203125
905,M036_017.wav,16000,230303,14.3939375,449.810546875
906,M036_013.wav,16000,77000,4.8125,150.390625
907,M036_016.wav,16000,115802,7.237625,226.17578125
908,M036_023.wav,16000,206648,12.9155,403.609375
909,M036_015.wav,16000,132572,8.28575,258.9296875
910,M036_019.wav,16000,130661,8.1663125,255.197265625
911,M036_018.wav,16000,123148,7.69675,240.5234375
912,M036_014.wav,16000,157701,9.8563125,308.009765625
913,M061_014.wav,16000,299150,18.696875,584.27734375
914,M061_016.wav,16000,159449,9.9655625,311.423828125
915,M061_012.wav,16000,190556,11.90975,372.1796875
916,M061_001.wav,16000,263661,16.4788125,514.962890625
917,M061_003.wav,16000,174076,10.87975,339.9921875
918,M061_002.wav,16000,349686,21.855375,682.98046875
919,M061_009.wav,16000,202555,12.6596875,395.615234375
920,M061_011.wav,16000,137283,8.5801875,268.130859375
921,M061_015.wav,16000,249595,15.5996875,487.490234375
922,M061_006.wav,16000,408248,25.5155,797.359375
923,M061_010.wav,16000,300383,18.7739375,586.685546875
924,M061_007.wav,16000,243173,15.1983125,474.947265625
925,M061_004.wav,16000,213390,13.336875,416.77734375
926,M061_008.wav,16000,214819,13.4261875,419.568359375
927,M061_013.wav,16000,114277,7.1423125,223.197265625
928,M061_005.wav,16000,220959,13.8099375,431.560546875
929,M031_032.wav,16000,144009,9.0005625,281.267578125
930,M031_030.wav,16000,108637,6.7898125,212.181640625
931,M031_021.wav,16000,118297,7.3935625,231.048828125
932,M031_020.wav,16000,208203,13.0126875,406.646484375
933,M031_025.wav,16000,118651,7.4156875,231.740234375
934,M031_029.wav,16000,197804,12.36275,386.3359375
935,M031_026.wav,16000,66836,4.17725,130.5390625
936,M031_023.wav,16000,127705,7.9815625,249.423828125
937,M031_024.wav,16000,118400,7.4,231.25
938,M031_022.wav,16000,119023,7.4389375,232.466796875
939,M031_027.wav,16000,90137,5.6335625,176.048828125
940,M031_028.wav,16000,131237,8.2023125,256.322265625
941,M031_031.wav,16000,226971,14.1856875,443.302734375
942,F058_015.wav,16000,113600,7.1,221.875
943,F058_014.wav,16000,310032,19.377,605.53125
944,F058_018.wav,16000,108800,6.8,212.5
945,F058_012.wav,16000,148800,9.3,290.625
946,F058_008.wav,16000,216800,13.55,423.4375
947,F058_019.wav,16000,178400,11.15,348.4375
948,F058_017.wav,16000,239200,14.95,467.1875
949,F058_024.wav,16000,286400,17.9,559.375
950,F058_011.wav,16000,153600,9.6,300.0
951,F058_010.wav,16000,130692,8.16825,255.2578125
952,F058_009.wav,16000,248800,15.55,485.9375
953,F058_013.wav,16000,129061,8.0663125,252.072265625
954,F058_016.wav,16000,223057,13.9410625,435.658203125
955,F058_023.wav,16000,319200,19.95,623.4375
956,F058_022.wav,16000,453533,28.3458125,885.806640625
957,F058_020.wav,16000,145600,9.1,284.375
958,F058_021.wav,16000,781340,48.83375,1526.0546875
959,F058_025.wav,16000,127200,7.95,248.4375
960,F029_018.wav,16000,95478,5.967375,186.48046875
961,F029_016.wav,16000,166451,10.4031875,325.099609375
962,F029_013.wav,16000,69245,4.3278125,135.244140625
963,F029_015.wav,16000,75145,4.6965625,146.767578125
964,F029_019.wav,16000,103948,6.49675,203.0234375
965,F029_022.wav,16000,187093,11.6933125,365.416015625
966,F029_023.wav,16000,147621,9.2263125,288.322265625
967,F029_026.wav,16000,140348,8.77175,274.1171875
968,F029_014.wav,16000,94557,5.9098125,184.681640625
969,F029_012.wav,16000,128765,8.0478125,251.494140625
970,F029_009.wav,16000,81873,5.1170625,159.908203125
971,F029_011.wav,16000,120650,7.540625,235.64453125
972,F029_024.wav,16000,81877,5.1173125,159.916015625
973,F029_020.wav,16000,124313,7.7695625,242.798828125
974,F029_021.wav,16000,153668,9.60425,300.1328125
975,F029_008.wav,16000,118262,7.391375,230.98046875
976,F029_025.wav,16000,153284,9.58025,299.3828125
977,F029_017.wav,16000,158447,9.9029375,309.466796875
978,F029_010.wav,16000,71732,4.48325,140.1015625
979,M089_016.wav,16000,100909,6.3068125,197.087890625
980,F050_010.wav,16000,337063,21.0664375,658.326171875
981,F050_009.wav,16000,157069,9.8168125,306.775390625
982,F049_001.wav,16000,244253,15.2658125,477.056640625
983,M099_007.wav,16000,81318,5.082375,158.82421875
984,M099_012.wav,16000,106363,6.6476875,207.740234375
985,M099_003.wav,16000,80224,5.014,156.6875
986,M099_014.wav,16000,60911,3.8069375,118.966796875
987,M099_002.wav,16000,115052,7.19075,224.7109375
988,M099_001.wav,16000,66692,4.16825,130.2578125
989,M099_004.wav,16000,51034,3.189625,99.67578125
990,M099_008.wav,16000,77259,4.8286875,150.896484375
991,M099_005.wav,16000,70599,4.4124375,137.888671875
992,M099_006.wav,16000,75945,4.7465625,148.330078125
993,M099_013.wav,16000,76659,4.7911875,149.724609375
994,M099_009.wav,16000,93093,5.8183125,181.822265625
995,M099_011.wav,16000,80062,5.003875,156.37109375
996,M099_010.wav,16000,108852,6.80325,212.6015625
997,M051_027.wav,16000,133256,8.3285,260.265625
998,M051_026.wav,16000,174461,10.9038125,340.744140625
999,M051_024.wav,16000,147014,9.188375,287.13671875
1000,M051_025.wav,16000,195578,12.223625,381.98828125
1001,M083_005.wav,16000,119984,7.499,234.34375
1002,M083_002.wav,16000,157745,9.8590625,308.095703125
1003,M083_006.wav,16000,146714,9.169625,286.55078125
1004,M083_004.wav,16000,127163,7.9476875,248.365234375
1005,M083_003.wav,16000,110369,6.8980625,215.564453125
1006,M083_007.wav,16000,222517,13.9073125,434.603515625
1007,M083_001.wav,16000,247435,15.4646875,483.271484375
1008,M095_008.wav,16000,160178,10.011125,312.84765625
1009,M095_003.wav,16000,155451,9.7156875,303.615234375
1010,M095_011.wav,16000,83385,5.2115625,162.861328125
1011,M095_001.wav,16000,150062,9.378875,293.08984375
1012,M095_009.wav,16000,118002,7.375125,230.47265625
1013,M095_010.wav,16000,98039,6.1274375,191.482421875
1014,M095_005.wav,16000,131390,8.211875,256.62109375
1015,M095_007.wav,16000,78059,4.8786875,152.458984375
1016,M095_006.wav,16000,84684,5.29275,165.3984375
1017,M095_004.wav,16000,156597,9.7873125,305.853515625
1018,M095_002.wav,16000,147587,9.2241875,288.255859375
1019,M095_012.wav,16000,77043,4.8151875,150.474609375
1020,F025_006.wav,16000,137225,8.5765625,268.017578125
1021,F025_001.wav,16000,166912,10.432,326.0
1022,F025_007.wav,16000,87844,5.49025,171.5703125
1023,F025_002.wav,16000,154630,9.664375,302.01171875
1024,F025_005.wav,16000,82706,5.169125,161.53515625
1025,F025_003.wav,16000,72376,4.5235,141.359375
1026,F025_004.wav,16000,88038,5.502375,171.94921875
1027,M022_018.wav,16000,115174,7.198375,224.94921875
1028,M022_023.wav,16000,73797,4.6123125,144.134765625
1029,M022_027.wav,16000,141112,8.8195,275.609375
1030,M022_011.wav,16000,135698,8.481125,265.03515625
1031,M022_013.wav,16000,168578,10.536125,329.25390625
1032,M022_017.wav,16000,140229,8.7643125,273.884765625
1033,M022_012.wav,16000,96349,6.0218125,188.181640625
1034,M022_005.wav,16000,170893,10.6808125,333.775390625
1035,M022_024.wav,16000,77167,4.8229375,150.716796875
1036,M022_029.wav,16000,81755,5.1096875,159.677734375
1037,M022_026.wav,16000,98658,6.166125,192.69140625
